Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1.0,1.0,3.0,9085.0,1.0,1.0,126.0,1.0,38.0,1.0,9.0,9.0,132.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,8.0,3.0,15.0,2.0,0.0,5.0,9.0,3.0,11.66666667,0.0,9.4,-0.8,-3.12,1.0
1.0,1.0,1.0,171.0,1.0,1.0,115.0,1.0,1.0,1.0,9.0,9.0,134.3,1.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,16.0,17.0,19.0,17.0,11.61111111,0.0,14.0,17.0,22.0,17.0,12.05555556,0.0,12.4,0.5,1.79,3.0
1.0,17.0,1.0,9670.0,1.0,1.0,115.0,1.0,19.0,19.0,191.0,171.0,109.1,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,0.0,6.0,11.0,4.0,12.25,0.0,0.0,6.0,9.0,4.0,13.4,0.0,11.1,0.6,2.02,2.0
2.0,44.0,1.0,9991.0,0.0,39.0,140.0,1.0,37.0,37.0,9.0,9.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,2.0,6.0,10.0,4.0,12.25,0.0,3.0,7.0,9.0,6.0,12.5,0.0,9.4,-0.8,-3.12,2.0
2.0,51.0,1.0,9853.0,1.0,1.0,130.0,1.0,37.0,37.0,7.0,8.0,120.3,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,1.0
1.0,1.0,1.0,9147.0,1.0,1.0,138.0,1.0,37.0,37.0,9.0,6.0,145.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,6.0,5.0,13.0,0.0,0.0,5.0,5.0,5.0,14.0,0.0,7.6,2.6,0.32,3.0
1.0,1.0,6.0,9500.0,1.0,1.0,131.0,1.0,38.0,19.0,7.0,7.0,125.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,12.35571429,0.0,0.0,8.0,8.0,7.0,12.35571429,0.0,10.8,1.4,1.74,3.0
1.0,42.0,1.0,9500.0,1.0,1.0,133.1,41.0,3.0,1.0,3.0,10.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,7.0,10.0,5.0,12.16,0.0,0.0,6.0,7.0,5.0,11.34,0.0,12.4,0.5,1.79,1.0
1.0,39.0,2.0,9556.0,1.0,1.0,133.1,1.0,1.0,1.0,9.0,10.0,100.5,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,1.0,11.1,0.6,2.02,1.0
1.0,17.0,4.0,9670.0,1.0,1.0,125.0,1.0,1.0,1.0,4.0,90.0,125.4,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,6.0,3.0,13.33333333,0.0,0.0,5.0,5.0,1.0,11.0,0.0,7.6,2.6,0.32,1.0
1.0,17.0,3.0,9085.0,1.0,1.0,117.0,1.0,19.0,38.0,5.0,7.0,111.1,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,9254.0,1.0,1.0,125.0,1.0,37.0,37.0,3.0,3.0,124.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,11.0,0.0,0.0,6.0,6.0,5.0,12.2,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,9254.0,1.0,1.0,128.0,1.0,19.0,38.0,9.0,9.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,7.0,4.0,12.75,0.0,12.4,0.5,1.79,2.0
1.0,1.0,1.0,9500.0,1.0,1.0,135.0,1.0,19.0,3.0,9.0,4.0,121.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,12.91666667,0.0,0.0,7.0,7.0,6.0,12.91666667,0.0,7.6,2.6,0.32,3.0
1.0,39.0,1.0,9003.0,1.0,1.0,100.0,1.0,37.0,37.0,9.0,5.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,8.0,12.0,17.0,12.0,11.83333333,0.0,3.0,12.0,22.0,9.0,12.7,0.0,15.5,2.8,-4.06,3.0
1.0,44.0,1.0,9238.0,1.0,39.0,140.0,1.0,1.0,19.0,191.0,102.0,143.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,3.0,6.0,6.0,6.0,13.5,0.0,2.0,6.0,9.0,5.0,12.5,0.0,13.9,-0.3,0.79,3.0
1.0,1.0,3.0,9238.0,1.0,1.0,125.0,1.0,19.0,1.0,9.0,10.0,123.6,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,10.0,4.0,11.0,0.0,0.0,6.0,9.0,6.0,11.83333333,0.0,9.4,-0.8,-3.12,3.0
1.0,39.0,1.0,9003.0,1.0,1.0,110.0,1.0,1.0,1.0,9.0,4.0,120.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,1.0
2.0,39.0,1.0,9085.0,1.0,12.0,133.1,1.0,1.0,39.0,5.0,3.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,13.9,-0.3,0.79,1.0
1.0,7.0,1.0,9500.0,1.0,3.0,130.0,1.0,37.0,38.0,7.0,7.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,8.0,8.0,8.0,12.8875,0.0,0.0,8.0,8.0,8.0,12.8875,0.0,9.4,-0.8,-3.12,3.0
1.0,1.0,4.0,171.0,1.0,1.0,127.0,1.0,1.0,1.0,9.0,5.0,124.2,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1.0
1.0,1.0,1.0,9238.0,1.0,1.0,120.0,1.0,19.0,38.0,5.0,6.0,112.3,0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,6.0,10.0,5.0,10.71428571,0.0,0.0,6.0,10.0,5.0,12.2,0.0,12.7,3.7,-1.7,3.0
1.0,1.0,1.0,9238.0,1.0,1.0,142.0,1.0,34.0,38.0,4.0,7.0,127.3,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,12.0,4.0,11.0,0.0,0.0,6.0,9.0,6.0,11.5,0.0,9.4,-0.8,-3.12,3.0
1.0,17.0,5.0,9500.0,1.0,1.0,137.0,1.0,1.0,1.0,5.0,4.0,131.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,9.0,7.0,12.38571429,0.0,0.0,8.0,9.0,7.0,12.72857143,0.0,13.9,-0.3,0.79,2.0
1.0,17.0,1.0,9670.0,1.0,1.0,123.0,1.0,19.0,19.0,1.0,1.0,114.6,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,5.0,4.0,11.0,0.0,0.0,5.0,5.0,4.0,11.0,0.0,9.4,-0.8,-3.12,3.0
1.0,17.0,6.0,9500.0,1.0,1.0,143.0,1.0,38.0,1.0,9.0,10.0,127.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,12.21714286,0.0,0.0,8.0,11.0,7.0,12.11875,0.0,11.1,0.6,2.02,3.0
1.0,1.0,3.0,9070.0,1.0,1.0,122.0,1.0,37.0,37.0,9.0,9.0,125.9,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,15.5,0.0,0.0,6.0,7.0,6.0,12.16666667,0.0,12.4,0.5,1.79,3.0
1.0,1.0,5.0,9500.0,1.0,1.0,130.0,1.0,1.0,3.0,9.0,10.0,118.1,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,10.0,6.0,12.03571429,0.0,0.0,8.0,9.0,7.0,13.75,0.0,13.9,-0.3,0.79,2.0
1.0,1.0,1.0,9070.0,1.0,1.0,145.0,1.0,1.0,38.0,5.0,7.0,127.5,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,6.0,4.0,12.0,0.0,0.0,6.0,8.0,2.0,11.33333333,0.0,10.8,1.4,1.74,2.0
1.0,17.0,1.0,9853.0,1.0,1.0,133.1,1.0,34.0,34.0,0.0,0.0,118.9,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,12.0,3.0,11.33333333,0.0,0.0,6.0,10.0,3.0,11.33333333,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,9500.0,1.0,1.0,149.0,1.0,37.0,37.0,9.0,9.0,138.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,11.0,6.0,13.49666667,1.0,0.0,8.0,11.0,6.0,13.49666667,1.0,9.4,-0.8,-3.12,2.0
1.0,1.0,2.0,9500.0,1.0,1.0,141.0,1.0,37.0,37.0,9.0,7.0,126.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,10.0,7.0,13.805,0.0,0.0,8.0,8.0,8.0,14.2725,0.0,15.5,2.8,-4.06,3.0
1.0,1.0,1.0,9991.0,0.0,1.0,140.0,1.0,37.0,37.0,9.0,9.0,124.6,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,5.0,11.0,5.0,11.4,0.0,0.0,5.0,10.0,4.0,10.25,0.0,15.5,2.8,-4.06,2.0
1.0,17.0,4.0,9670.0,1.0,1.0,120.0,1.0,1.0,19.0,5.0,5.0,117.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,11.875,0.0,0.0,6.0,11.0,4.0,14.6,0.0,11.1,0.6,2.02,3.0
1.0,17.0,4.0,9070.0,1.0,1.0,117.0,1.0,1.0,1.0,3.0,3.0,125.4,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,12.83333333,0.0,0.0,6.0,7.0,6.0,11.16666667,0.0,11.1,0.6,2.02,3.0
2.0,39.0,1.0,9130.0,1.0,19.0,133.1,1.0,2.0,1.0,2.0,9.0,157.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,1.0,5.0,13.0,4.0,14.0,3.0,1.0,5.0,9.0,4.0,15.5,2.0,10.8,1.4,1.74,3.0
1.0,1.0,1.0,171.0,1.0,1.0,138.0,1.0,1.0,1.0,4.0,3.0,141.5,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,3.0
1.0,17.0,2.0,9773.0,1.0,1.0,142.0,1.0,19.0,19.0,9.0,9.0,139.9,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,13.42857143,0.0,0.0,6.0,6.0,6.0,12.5,0.0,13.9,-0.3,0.79,3.0
1.0,18.0,1.0,171.0,1.0,1.0,110.0,1.0,19.0,2.0,5.0,5.0,117.7,1.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,3.0
1.0,1.0,2.0,9500.0,1.0,1.0,134.0,1.0,1.0,1.0,5.0,3.0,128.4,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,13.47142857,0.0,0.0,8.0,9.0,8.0,13.94444444,0.0,16.2,0.3,-0.92,3.0
1.0,1.0,1.0,9119.0,1.0,1.0,163.0,1.0,19.0,37.0,5.0,8.0,150.8,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,9.0,4.0,10.5,0.0,0.0,5.0,11.0,2.0,10.5,3.0,7.6,2.6,0.32,2.0
1.0,1.0,1.0,9670.0,1.0,1.0,100.0,1.0,38.0,38.0,9.0,10.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,6.0,12.5,0.0,0.0,6.0,10.0,5.0,14.16666667,0.0,11.1,0.6,2.02,3.0
1.0,1.0,1.0,9853.0,1.0,1.0,130.0,1.0,19.0,12.0,9.0,4.0,133.2,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,14.16666667,0.0,0.0,6.0,7.0,6.0,13.66666667,0.0,7.6,2.6,0.32,3.0
1.0,1.0,1.0,9853.0,1.0,1.0,125.0,1.0,34.0,37.0,9.0,9.0,129.2,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,12.0,3.0,10.33333333,0.0,0.0,6.0,14.0,1.0,11.0,0.0,10.8,1.4,1.74,1.0
1.0,43.0,1.0,9238.0,1.0,1.0,117.0,1.0,34.0,34.0,0.0,0.0,109.3,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,9.0,16.0,19.0,15.0,12.26666667,0.0,11.0,13.0,14.0,13.0,12.07142857,0.0,9.4,-0.8,-3.12,3.0
1.0,43.0,1.0,9670.0,1.0,1.0,130.0,1.0,34.0,34.0,0.0,0.0,114.8,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,5.0,5.0,4.0,13.75,0.0,0.0,5.0,5.0,4.0,14.75,0.0,7.6,2.6,0.32,3.0
1.0,53.0,1.0,9254.0,1.0,42.0,110.0,1.0,1.0,1.0,4.0,7.0,111.8,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,7.0,6.0,10.57142857,0.0,0.0,6.0,8.0,5.0,11.0,0.0,8.9,1.4,3.51,3.0
1.0,1.0,1.0,9556.0,1.0,1.0,135.0,1.0,1.0,1.0,1.0,1.0,131.5,0.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,7.0,14.0,5.0,11.2,0.0,0.0,8.0,11.0,6.0,11.58333333,0.0,16.2,0.3,-0.92,2.0
1.0,1.0,4.0,9773.0,1.0,1.0,143.0,1.0,1.0,3.0,4.0,7.0,129.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,1.0
2.0,18.0,2.0,8014.0,0.0,1.0,140.0,1.0,37.0,37.0,9.0,10.0,120.4,0.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1.0
2.0,39.0,1.0,9003.0,1.0,1.0,120.0,1.0,2.0,2.0,1.0,4.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,3.0,12.0,12.0,3.0,12.0,0.0,5.0,12.0,16.0,5.0,11.8,0.0,15.5,2.8,-4.06,1.0
4.0,39.0,1.0,9085.0,1.0,1.0,133.1,1.0,34.0,34.0,0.0,0.0,128.2,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,5.0,9085.0,1.0,1.0,124.0,1.0,3.0,19.0,2.0,3.0,113.9,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,12.0,5.0,15.0,0.0,0.0,6.0,9.0,6.0,13.42857143,0.0,16.2,0.3,-0.92,3.0
1.0,1.0,3.0,9773.0,1.0,1.0,127.0,1.0,19.0,38.0,8.0,3.0,133.7,1.0,0.0,1.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,7.0,5.0,11.8,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,4.0,9773.0,1.0,1.0,155.0,1.0,3.0,19.0,1.0,4.0,149.8,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.83333333,0.0,0.0,6.0,6.0,6.0,14.16666667,0.0,16.2,0.3,-0.92,3.0
1.0,17.0,2.0,9853.0,1.0,1.0,141.0,1.0,3.0,1.0,1.0,5.0,130.2,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,5.0,11.4,1.0,0.0,6.0,7.0,4.0,10.75,0.0,12.7,3.7,-1.7,2.0
2.0,39.0,1.0,9003.0,1.0,1.0,130.0,1.0,1.0,19.0,4.0,9.0,152.4,1.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,4.0,12.0,14.0,12.0,13.84615385,0.0,5.0,12.0,18.0,11.0,14.09090909,0.0,8.9,1.4,3.51,3.0
1.0,1.0,1.0,171.0,1.0,1.0,133.1,1.0,19.0,38.0,5.0,5.0,131.8,1.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,6.0,12.0,12.0,12.0,13.25,0.0,4.0,11.0,16.0,10.0,13.09090909,0.0,8.9,1.4,3.51,3.0
1.0,1.0,1.0,9773.0,1.0,1.0,128.0,1.0,38.0,38.0,6.0,3.0,116.5,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,6.0,12.0,4.0,11.5,0.0,0.0,6.0,10.0,5.0,12.6,0.0,10.8,1.4,1.74,3.0
1.0,7.0,1.0,9003.0,1.0,3.0,120.0,1.0,37.0,37.0,6.0,6.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,9.0,13.0,13.0,13.0,14.30769231,0.0,5.0,12.0,15.0,12.0,15.23076923,0.0,15.5,2.8,-4.06,3.0
2.0,39.0,1.0,9670.0,1.0,1.0,130.0,1.0,19.0,38.0,9.0,9.0,162.3,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.0,6.0,13.0,3.0,11.33333333,0.0,0.0,6.0,12.0,5.0,11.4,0.0,13.9,-0.3,0.79,1.0
1.0,17.0,1.0,9773.0,1.0,1.0,116.0,1.0,37.0,1.0,9.0,8.0,115.7,1.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,3.0,11.33333333,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,1.0
1.0,17.0,4.0,9085.0,1.0,1.0,137.0,1.0,38.0,38.0,151.0,151.0,141.6,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,7.0,4.0,12.25,0.0,0.0,5.0,7.0,5.0,12.0,0.0,7.6,2.6,0.32,3.0
1.0,1.0,1.0,171.0,1.0,1.0,145.0,1.0,1.0,19.0,10.0,5.0,150.6,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,3.0
1.0,44.0,1.0,9085.0,1.0,39.0,140.0,1.0,1.0,3.0,9.0,4.0,140.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,2.0,6.0,11.0,4.0,12.5,0.0,1.0,6.0,18.0,2.0,11.5,0.0,12.4,0.5,1.79,2.0
1.0,1.0,5.0,9500.0,1.0,1.0,139.0,1.0,38.0,38.0,9.0,5.0,130.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,8.0,7.0,14.99285714,0.0,0.0,8.0,8.0,7.0,14.99285714,0.0,10.8,1.4,1.74,3.0
2.0,1.0,1.0,9254.0,1.0,1.0,136.0,1.0,37.0,37.0,9.0,9.0,122.7,0.0,0.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,6.0,10.0,4.0,11.5,0.0,0.0,6.0,16.0,2.0,10.5,0.0,7.6,2.6,0.32,1.0
1.0,43.0,1.0,9070.0,1.0,1.0,115.0,1.0,12.0,12.0,1.0,10.0,115.0,0.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0,5.0,11.0,12.0,9.0,11.77777778,0.0,3.0,8.0,11.0,3.0,13.66666667,0.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,9085.0,1.0,1.0,138.0,1.0,38.0,37.0,9.0,6.0,126.8,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,6.0,4.0,11.75,0.0,0.0,5.0,10.0,5.0,12.57142857,1.0,10.8,1.4,1.74,3.0
2.0,7.0,1.0,9991.0,0.0,3.0,140.0,1.0,34.0,34.0,99.0,99.0,140.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,39.0,1.0,9991.0,0.0,1.0,140.0,1.0,38.0,19.0,9.0,5.0,130.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,5.0,10.0,4.0,11.25,0.0,0.0,5.0,9.0,4.0,12.0,0.0,12.7,3.7,-1.7,2.0
1.0,17.0,1.0,9238.0,1.0,1.0,131.0,1.0,1.0,1.0,4.0,10.0,129.3,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,4.0,8.0,8.0,8.0,13.875,0.0,1.0,6.0,8.0,5.0,14.0,0.0,11.1,0.6,2.02,3.0
1.0,1.0,1.0,9670.0,1.0,1.0,135.0,1.0,37.0,37.0,9.0,7.0,132.6,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,13.5,0.0,0.0,6.0,9.0,5.0,14.0,0.0,8.9,1.4,3.51,3.0
1.0,18.0,2.0,9853.0,1.0,1.0,120.0,1.0,19.0,37.0,9.0,4.0,113.7,1.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,11.0,5.0,12.2,0.0,0.0,7.0,13.0,0.0,0.0,0.0,12.4,0.5,1.79,1.0
1.0,1.0,1.0,9500.0,1.0,1.0,140.0,1.0,19.0,19.0,3.0,6.0,124.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,14.54285714,0.0,0.0,8.0,11.0,8.0,14.88181818,0.0,16.2,0.3,-0.92,3.0
1.0,39.0,1.0,9003.0,1.0,19.0,133.1,1.0,37.0,37.0,9.0,4.0,140.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,0.0,0.0,6.0,8.0,6.0,12.875,0.0,0.0,6.0,14.0,5.0,12.14285714,0.0,16.2,0.3,-0.92,2.0
1.0,17.0,2.0,9254.0,1.0,1.0,118.0,22.0,19.0,37.0,9.0,9.0,110.3,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,6.0,7.0,5.0,12.6,0.0,0.0,6.0,6.0,5.0,11.8,0.0,11.1,0.6,2.02,2.0
1.0,1.0,4.0,9500.0,1.0,1.0,123.0,1.0,1.0,1.0,3.0,3.0,113.6,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,7.0,8.0,7.0,14.69625,0.0,0.0,8.0,9.0,8.0,14.62222222,0.0,12.4,0.5,1.79,3.0
1.0,17.0,1.0,9147.0,1.0,1.0,116.0,1.0,38.0,2.0,9.0,2.0,112.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,8.0,3.0,11.33333333,0.0,0.0,5.0,12.0,2.0,10.66666667,0.0,10.8,1.4,1.74,2.0
1.0,39.0,1.0,9500.0,1.0,1.0,114.0,1.0,37.0,37.0,9.0,9.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,8.0,11.0,6.0,12.675,0.0,0.0,8.0,11.0,6.0,12.675,0.0,12.7,3.7,-1.7,3.0
1.0,51.0,1.0,9070.0,1.0,1.0,130.0,1.0,3.0,1.0,2.0,8.0,122.2,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,4.0,10.0,12.0,10.0,13.0,0.0,5.0,11.0,11.0,11.0,12.27272727,0.0,11.1,0.6,2.02,3.0
1.0,51.0,1.0,9147.0,1.0,1.0,99.0,1.0,3.0,1.0,3.0,3.0,99.7,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,8.9,1.4,3.51,2.0
1.0,17.0,1.0,9670.0,1.0,1.0,145.0,1.0,3.0,3.0,2.0,1.0,129.3,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,15.57142857,0.0,0.0,6.0,6.0,6.0,17.16666667,0.0,16.2,0.3,-0.92,3.0
1.0,39.0,1.0,9500.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,8.0,108.5,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,13.9,-0.3,0.79,1.0
1.0,44.0,1.0,9130.0,1.0,39.0,140.0,1.0,1.0,19.0,4.0,8.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
2.0,39.0,1.0,9991.0,0.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,127.8,0.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,0.0,5.0,7.0,4.0,10.75,0.0,0.0,5.0,7.0,3.0,11.33333333,0.0,7.6,2.6,0.32,2.0
1.0,7.0,1.0,9003.0,1.0,3.0,130.0,1.0,1.0,19.0,5.0,9.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,16.2,0.3,-0.92,1.0
1.0,17.0,4.0,9500.0,1.0,1.0,140.0,1.0,1.0,1.0,3.0,3.0,127.6,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,7.0,7.0,6.0,13.79666667,0.0,0.0,8.0,11.0,7.0,13.775,0.0,12.4,0.5,1.79,3.0
1.0,18.0,1.0,9500.0,1.0,1.0,115.0,1.0,38.0,37.0,5.0,5.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,13.0,6.0,11.7725,0.0,0.0,8.0,9.0,7.0,12.33,0.0,15.5,2.8,-4.06,3.0
1.0,7.0,1.0,9500.0,1.0,3.0,140.0,1.0,3.0,19.0,2.0,6.0,140.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,1.0
